cluster,atv_total,txns,months_active,product_penetration,atv_total_qr,qr_ff,pos_ff
0,7652.141533624235,39.787172850158186,3.6419758412424503,0.7523727351164797,1047.004721017957,914.9271498418177,40.20585274662065
1,36226.809271977705,98.15284256067059,8.660853106198878,1.0235246400324478,5079.781183570914,228.9866490907862,42.11948218752112
2,9745.617159836202,185.75571992110454,11.661763877148493,1.847323189630882,1192.6858205034775,1670.434220907298,146.78558748943365
3,2129.8154383585033,2034.201540436457,11.49576379974326,0.9707317073170731,1013.3639124978995,7330.929653401798,1860.2326059050065
